px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
11.1809	-2.9738	-2.72558	-2.05419	0.381457	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314	0.732121
11.231	-2.82474	-2.72692	-2.00937	0.413345	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678	0.907954
11.2858	-2.6609	-2.74804	-1.97327	0.424209	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678	0.707977
11.2335	-2.45613	-2.74121	-1.80478	0.632548	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782	31.8652
11.2487	-2.2978	-2.74281	-1.75819	0.642782	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782	0.521049
11.3477	-2.19194	-2.72297	-1.82791	0.487545	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871	18.6078
11.3781	-2.02962	-2.73797	-1.79365	0.493084	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869	0.319385
11.3851	-1.87135	-2.74058	-1.73822	0.532605	11.3011	-1.79507	11.35	-1.8	0	2.73035	1.20171
11.3955	-1.71236	-2.74637	-1.70011	0.539925	11.3326	-1.67041	11.35	-1.65	0	2.73033	0.308024
11.3375	-1.55016	-2.75507	-1.58944	0.657907	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748	10.7636
11.3251	-1.40214	-2.76199	-1.5479	0.664858	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745	0.334425
11.2769	-1.23883	-2.77327	-1.46283	0.734579	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964	3.75054
11.2407	-1.10034	-2.75526	-1.41474	0.742639	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964	0.591706
11.1206	-0.94303	-2.7936	-1.26813	0.899811	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632	20.0833
11.0574	-0.796429	-2.80737	-1.21199	0.908165	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632	0.764088
11.0065	-0.656588	-2.79647	-1.17433	0.887878	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171	0.730596
10.9308	-0.523209	-2.78856	-1.11787	0.895367	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708	0.280228
10.8313	-0.386813	-2.80924	-1.03394	0.946552	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738	2.47623
10.7328	-0.273454	-2.79189	-0.970567	0.958505	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738	0.630865
10.567	-0.152746	-2.85782	-0.831785	1.08358	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864	16.0526
10.438	-0.0619135	-2.83917	-0.756492	1.0999	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864	0.917327
10.3441	0.0363999	-2.80888	-0.716328	1.07218	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826	1.44136
10.21	0.0982818	-2.778	-0.638454	1.09351	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818	1.36617
10.0627	0.174332	-2.79532	-0.554946	1.12473	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169	1.55275
9.91353	0.206595	-2.7621	-0.467417	1.15307	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161	1.82967
9.76069	0.257652	-2.77195	-0.386945	1.17433	9.63973	0.0585714	9.7	0.0500011	-2.72439	0	1.07467
9.60022	0.251739	-2.73478	-0.285973	1.21377	9.54669	0.0374948	9.55	0.0500011	-2.72438	0	2.76981
9.44399	0.277858	-2.74226	-0.206973	1.22787	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923	0.702847
9.28469	0.269538	-2.72764	-0.115773	1.25273	9.24446	0.153574	9.25	0.15	-2.7277	0.909222	0.866253
9.13242	0.275027	-2.72557	-0.0418059	1.25771	9.0614	0.20077	9.1	0.2	-2.72652	0.908843	0.14009
8.97769	0.271721	-2.7281	0.0317651	1.26161	8.94752	0.260272	8.95	0.25	-2.72653	0.908843	0.0554513
8.8551	0.235703	-2.637	0.111709	1.27212	8.90199	0.247143	8.85	0.25	-1.81847	0	7.51619
8.71919	0.22694	-2.63378	0.171582	1.2626	8.76016	0.263752	8.75	0.25	-1.81846	0	0.168099
8.54501	0.243014	-2.7401	0.207369	1.22303	8.46355	0.258809	8.55	0.25	-3.6326	0	11.094
8.3935	0.217512	-2.74719	0.267774	1.21508	8.35367	0.252596	8.35	0.25	-3.6326	0	0.151069
8.24135	0.18194	-2.75961	0.327871	1.20685	8.05161	0.241868	8.2	0.25	-2.72841	0	0.525091
8.09431	0.157072	-2.76401	0.373314	1.18518	8.05411	0.247878	8.05	0.25	-2.72842	0	0.563698
7.9476	0.111264	-2.77256	0.427274	1.17263	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025	0.516873
7.80217	0.0678086	-2.77693	0.473759	1.15392	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016	0.5172
7.66046	0.0243691	-2.79226	0.508069	1.11993	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554	1.40753
7.51847	-0.0306352	-2.79465	0.551584	1.1016	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554	0.552972
7.3623	-0.044185	-2.83917	0.53961	1.01887	7.15329	0.0425189	7.3	0.0500011	-2.99789	0	6.99292
7.23116	-0.0869437	-2.83445	0.566066	0.99488	7.16618	0.0287673	7.15	0.0500011	-2.9979	0	0.986755
7.12451	-0.186495	-2.80016	0.644989	1.03042	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813	2.88636
6.99607	-0.25307	-2.7908	0.680742	1.01042	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811	0.723488
6.88467	-0.350788	-2.77959	0.740862	1.01971	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646	0.542611
6.77208	-0.43419	-2.76641	0.782282	1.00634	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645	0.445065
6.67718	-0.543456	-2.75355	0.844875	1.0189	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819	0.485808
6.57409	-0.641022	-2.74438	0.888618	1.00776	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898	0.355633
6.52404	-0.807449	-2.73549	1.01125	1.10027	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914	6.36697
6.44853	-0.937719	-2.73594	1.07214	1.10063	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911	0.000572648
6.39676	-1.07441	-2.74161	1.14476	1.12341	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061	0.344231
6.34429	-1.21029	-2.7506	1.20536	1.12664	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061	0.138046
6.298	-1.3359	-2.74657	1.25572	1.1172	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072	0.208354
6.25819	-1.46178	-2.74142	1.30909	1.11553	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072	0.0560913
6.25889	-1.6281	-2.76747	1.41815	1.19132	6.24787	-1.61119	6.25	-1.6	0	-2.99288	4.48661
6.24095	-1.76389	-2.76615	1.47689	1.19062	6.23547	-1.75335	6.25	-1.75	0	-2.99285	0.00730468
6.27324	-1.94531	-2.79978	1.59963	1.27206	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921	5.52643
6.29366	-2.09247	-2.78847	1.67431	1.27797	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921	0.238184
6.30553	-2.22576	-2.75268	1.72093	1.24104	6.53066	-2.26346	6.35	-2.2	0	-2.72782	2.55059
6.33952	-2.36938	-2.74521	1.79253	1.24527	6.36917	-2.33894	6.35	-2.35	0	-2.72779	0.0952945
6.35295	-2.50348	-2.71599	1.83148	1.2031	6.27034	-2.51837	6.35	-2.55	0	-3.63689	2.07476
6.38549	-2.6587	-2.73206	1.89084	1.19425	6.34287	-2.73391	6.35	-2.75	0	-3.63689	0.39396
6.44224	-2.81181	-2.75474	1.96363	1.20432	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658	0.552143
6.49031	-2.96664	-2.77451	2.01895	1.19096	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658	0.633334
6.54539	-3.10448	-2.76447	2.06898	1.16947	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658	0.754557
6.60307	-3.25356	-2.78218	2.11789	1.1521	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655	0.677957
6.67033	-3.38342	-2.7609	2.16335	1.12599	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613	1.61997
6.7329	-3.5313	-2.78065	2.20277	1.10144	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611	1.06958
6.80558	-3.66013	-2.76724	2.24339	1.07597	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871	1.38403
6.86618	-3.81382	-2.79154	2.2678	1.0389	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869	2.05666
6.93403	-3.93409	-2.75356	2.29619	1.00266	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568	3.39317
6.99299	-4.09024	-2.77638	2.30851	0.957873	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569	2.61277
7.10101	-4.22679	-2.82337	2.35626	0.955762	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732	2.35138
7.16952	-4.3841	-2.84471	2.36347	0.908744	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732	2.62948
7.25268	-4.50087	-2.81458	2.38906	0.880826	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253	2.45499
7.30852	-4.66643	-2.83093	2.37813	0.820613	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251	3.91457
7.37917	-4.76857	-2.78025	2.39354	0.789379	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068	4.60179
7.42885	-4.91121	-2.78496	2.38224	0.738698	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066	2.9014
7.53164	-5.03163	-2.84338	2.41218	0.737239	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964	5.83328
7.58825	-5.18157	-2.85205	2.39628	0.684153	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964	3.0336
7.65887	-5.28106	-2.763	2.40703	0.651288	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165	10.1346
7.72076	-5.43343	-2.76418	2.3916	0.600293	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648	2.68822
7.81681	-5.5493	-2.77567	2.41117	0.588887	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677	2.72901
7.88734	-5.70141	-2.7806	2.39622	0.541806	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677	2.12569
7.95882	-5.80063	-2.69277	2.40181	0.512592	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815	10.3665
8.01918	-5.94458	-2.68774	2.3833	0.466779	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815	2.14714
8.12309	-6.06051	-2.71306	2.40055	0.46021	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955	1.64463
8.18593	-6.21555	-2.7162	2.37477	0.410071	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953	2.3191
8.29811	-6.33752	-2.7525	2.39086	0.405407	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807	1.74271
8.36459	-6.49625	-2.75855	2.36299	0.356269	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804	2.17548
8.43667	-6.5999	-2.68475	2.36161	0.331613	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795	7.08442
8.48793	-6.74902	-2.67683	2.33061	0.283758	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795	2.26149
8.56787	-6.86056	-2.65614	2.33177	0.26882	8.2713	-6.91098	8.4	-7	0.909094	-2.72732	1.2242
8.61003	-7.02323	-2.65412	2.28905	0.213106	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732	2.79154
8.7147	-7.14765	-2.69864	2.30092	0.216855	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628	2.88047
8.76708	-7.31533	-2.7074	2.26104	0.166842	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628	2.20507
8.83262	-7.43422	-2.65284	2.24739	0.139307	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723	5.20855
8.88495	-7.57933	-2.64972	2.21983	0.105399	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721	1.07178
8.98451	-7.7041	-2.69439	2.23228	0.116826	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224	3.35343
9.04077	-7.85742	-2.70013	2.2032	0.0828624	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221	0.993308
9.1272	-7.98028	-2.72871	2.20648	0.0844767	9.1081	-8.22433	9	-8.1	0.999025	-2.99707	1.1535
9.1651	-8.13302	-2.73544	2.168	0.0436616	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704	1.49167
9.20586	-8.25606	-2.65829	2.13715	0.00169926	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657	8.88069
9.24809	-8.40476	-2.65723	2.10642	-0.0277846	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655	0.830866
9.32013	-8.53398	-2.66282	2.10291	-0.0288065	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036	0.147024
9.35514	-8.69138	-2.6673	2.06631	-0.0619984	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033	0.980465
9.42104	-8.82507	-2.67278	2.05984	-0.0640412	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856	0.18701
9.45054	-8.98402	-2.6776	2.02222	-0.09619	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856	0.936881
9.51806	-9.1103	-2.7036	2.02565	-0.0833807	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725	1.14289
9.5379	-9.2688	-2.71752	1.98454	-0.11786	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724	1.1863
9.59545	-9.40859	-2.72278	1.97693	-0.117794	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291	0.144838
9.62323	-9.57327	-2.73409	1.94251	-0.143787	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291	0.668731
9.67853	-9.70407	-2.75059	1.94183	-0.133643	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143	0.568713
9.69674	-9.86002	-2.76419	1.90716	-0.159533	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141	0.731126
9.72555	-9.98885	-2.7464	1.88582	-0.176348	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755	0.606748
9.7604	-10.1266	-2.75069	1.87053	-0.182283	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754	0.0464803
9.76879	-10.2687	-2.70617	1.82607	-0.228162	9.77731	-10.3295	9.75	-10.3	0	-2.72851	4.53382
9.79353	-10.4221	-2.71173	1.80359	-0.237282	9.76557	-10.4501	9.75	-10.45	0	-2.72849	0.0960813
9.84504	-10.5733	-2.73544	1.80627	-0.216159	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704	1.01556
9.87012	-10.7275	-2.74101	1.78674	-0.223075	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703	0.0644424
9.87827	-10.8605	-2.7205	1.75549	-0.24954	9.84397	-10.9287	9.85	-10.9	0	-3.00318	1.20416
9.88808	-11.0067	-2.73021	1.73118	-0.260192	9.85693	-11.0512	9.85	-11.05	0	-3.00316	0.17597
9.90402	-11.1388	-2.72806	1.71655	-0.260965	9.74773	-11.0482	9.85	-11.2	0	-3.00013	0.367591
9.89965	-11.2923	-2.74294	1.68505	-0.277527	9.84407	-11.3565	9.85	-11.35	0	-3.00012	0.431016
9.91995	-11.4313	-2.75384	1.67887	-0.265607	9.79495	-11.4686	9.85	-11.5	0	-2.99592	0.439343
9.90757	-11.5865	-2.76909	1.64568	-0.283449	9.83943	-11.6467	9.85	-11.65	0	-2.99592	0.495859
9.83886	-11.7244	-2.69716	1.54897	-0.393037	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746	16.4877
9.8147	-11.8736	-2.69665	1.5149	-0.4046	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746	0.277728
9.77889	-12.0206	-2.68139	1.464	-0.443349	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875	1.75961
9.73466	-12.1689	-2.68335	1.42232	-0.459173	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873	0.487128
9.69143	-12.3109	-2.674	1.37792	-0.483787	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667	0.590129
9.63514	-12.4599	-2.68127	1.33436	-0.498807	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665	0.406335
9.519	-12.5832	-2.64234	1.22088	-0.614106	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006	11.4914
9.44412	-12.7117	-2.63875	1.17258	-0.627553	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005	0.596331
9.2872	-12.8052	-2.60779	1.02343	-0.786681	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033	19.5861
9.17742	-12.9082	-2.61107	0.958878	-0.808967	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033	1.52547
9.016	-12.9988	-2.60591	0.826005	-0.92724	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707	9.81917
8.90304	-13.0833	-2.5926	0.764004	-0.938362	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708	0.877744
8.77142	-13.1658	-2.59386	0.681393	-0.9791	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089	1.34297
8.63852	-13.2376	-2.59031	0.61259	-0.992784	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089	0.84538
8.42297	-13.2514	-2.62282	0.420367	-1.18599	8.27267	-12.996	8.4	-13.15	-2.99683	0	26.3499
8.29507	-13.279	-2.60752	0.349898	-1.19786	8.25965	-13.1488	8.25	-13.15	-2.9968	0	0.948474
8.16275	-13.3194	-2.59588	0.291402	-1.18469	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	1.18067
8.01373	-13.3401	-2.59246	0.214414	-1.19559	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	0.580431
7.85862	-13.3552	-2.60969	0.12473	-1.2294	7.86599	-13.4154	7.8	-13.25	-2.7295	0	1.08824
7.70139	-13.3497	-2.61085	0.0424286	-1.24216	7.62489	-13.249	7.65	-13.25	-2.7295	0	0.843377
7.56798	-13.3475	-2.61273	-0.0236283	-1.24653	7.50783	-13.2944	7.5	-13.25	-2.99994	0	0.0780617
7.42327	-13.3261	-2.61953	-0.0978711	-1.25579	7.3419	-13.2474	7.35	-13.25	-2.99994	0	0.671504
7.26112	-13.2815	-2.65247	-0.203119	-1.30488	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	2.63988
7.10984	-13.2334	-2.65791	-0.284934	-1.31284	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	0.468494
6.97189	-13.1875	-2.64748	-0.351864	-1.30216	6.79473	-13.0433	6.85	-13.15	-3.63709	0	0.849099
6.80692	-13.142	-2.68272	-0.418201	-1.29135	6.65123	-13.1604	6.65	-13.15	-3.63709	0	1.31053
6.68058	-13.0836	-2.69569	-0.485614	-1.29634	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018	0.323002
6.52887	-13.0279	-2.73458	-0.540779	-1.28102	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	1.65574
6.43192	-13.0121	-2.60513	-0.536943	-1.1758	6.27012	-13.1139	6.25	-13.05	-1.81729	0	24.1932
6.2782	-12.9626	-2.63756	-0.577893	-1.14897	6.14459	-13.0471	6.15	-13.05	-1.81729	0	1.41142
6.15054	-12.87	-2.66692	-0.651808	-1.16507	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	1.05151
6.00238	-12.798	-2.6982	-0.694317	-1.14087	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	1.18764
5.90102	-12.7279	-2.67334	-0.733792	-1.11795	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	1.30161
5.75021	-12.6703	-2.71501	-0.751763	-1.07753	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	2.63249
5.65668	-12.6117	-2.65126	-0.772302	-1.03199	5.45236	-12.7392	5.45	-12.7	-2.00001	1	6.3129
5.51579	-12.5516	-2.68135	-0.786083	-0.993434	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	1.9914
5.4176	-12.4583	-2.68615	-0.831736	-0.989686	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	0.208106
5.28553	-12.3823	-2.71231	-0.849316	-0.957226	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	1.44717
5.18746	-12.2871	-2.69456	-0.888371	-0.942655	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	1.11888
5.05931	-12.1929	-2.71264	-0.911392	-0.914152	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	0.948486
4.96535	-12.0568	-2.79159	-0.975153	-0.942754	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	7.88785
4.85753	-11.9516	-2.8091	-1.00093	-0.921167	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	0.668581
4.78648	-11.8448	-2.77303	-1.03791	-0.907765	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	2.30266
4.69897	-11.7336	-2.78038	-1.06876	-0.893418	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	0.230193
4.62255	-11.5974	-2.8277	-1.11579	-0.898966	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	2.72522
4.56475	-11.4672	-2.82847	-1.1624	-0.900431	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	0.00512795
4.50037	-11.3229	-2.86845	-1.20725	-0.900768	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	1.76808
4.45716	-11.1805	-2.87245	-1.25775	-0.905713	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	0.0783263
4.44854	-11.0494	-2.78334	-1.32456	-0.925082	4.43672	-11.0976	4.45	-11.05	0	1.8168	9.66853
4.41782	-10.9071	-2.77577	-1.37492	-0.925198	4.43803	-10.9525	4.45	-10.95	0	1.81679	0.125996
4.39226	-10.7673	-2.7831	-1.42058	-0.923958	4.40556	-10.7068	4.45	-10.8	0	3.00139	0.0832261
4.39298	-10.6303	-2.77566	-1.47806	-0.935574	4.45507	-10.6618	4.45	-10.65	0	3.00138	0.266612
4.43816	-10.5046	-2.70122	-1.56896	-0.990548	4.44716	-10.5583	4.45	-10.55	0	2.00041	8.88453
4.44065	-10.3798	-2.69146	-1.61589	-0.988925	4.45187	-10.4417	4.45	-10.45	0	2.00038	0.20286
4.45857	-10.2457	-2.6847	-1.67337	-0.998812	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	0.162819
4.49317	-10.1129	-2.68226	-1.73497	-1.0103	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	0.229001
4.4987	-9.96641	-2.69844	-1.76704	-0.979942	4.56608	-10.005	4.55	-10	0	2.72717	1.23262
4.53739	-9.82386	-2.69651	-1.82472	-0.983757	4.55922	-9.84124	4.55	-9.85	0	2.72714	0.0416672
4.59438	-9.68278	-2.69095	-1.89445	-1.00315	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	0.327607
4.66771	-9.54076	-2.69777	-1.96466	-1.01682	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	0.336301
4.67322	-9.40372	-2.71814	-1.96101	-0.945066	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	4.39413
4.75314	-9.27235	-2.73238	-2.02427	-0.958609	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	0.528506
4.87349	-9.16425	-2.72463	-2.1326	-1.0358	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	4.41489
4.96392	-9.04747	-2.73413	-2.19329	-1.04305	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	0.208745
4.97846	-8.92144	-2.72822	-2.16506	-0.934661	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	8.96161
5.07365	-8.79875	-2.74806	-2.21917	-0.939208	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	0.49175
5.19608	-8.69271	-2.75002	-2.30038	-0.976711	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	1.25787
5.31152	-8.58048	-2.75935	-2.35995	-0.980992	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	0.158484
5.34483	-8.45401	-2.74247	-2.32681	-0.868459	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103	9.3607
5.45809	-8.34082	-2.76882	-2.37423	-0.869123	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099	0.763591
5.56201	-8.23991	-2.77728	-2.41761	-0.869319	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953	0.441274
5.68113	-8.1353	-2.80064	-2.46217	-0.867775	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995	0.588892
5.74025	-8.01729	-2.77864	-2.43707	-0.770778	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989	7.66892
5.84822	-7.92208	-2.78545	-2.47308	-0.767865	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988	0.0869295
5.93306	-7.81662	-2.77612	-2.47517	-0.716462	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772	2.29478
6.04354	-7.71931	-2.78712	-2.50562	-0.710695	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977	0.273997
6.14549	-7.61188	-2.77597	-2.51147	-0.662598	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199	2.01144
6.26563	-7.51273	-2.7811	-2.54129	-0.656376	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991	0.226919
6.38574	-7.43097	-2.79171	-2.57997	-0.668656	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736	1.23779
6.5133	-7.33987	-2.81302	-2.60796	-0.662039	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736	0.532928
6.64751	-7.26134	-2.81426	-2.64234	-0.659149	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303	0.0237502
6.77885	-7.1842	-2.81306	-2.67421	-0.655436	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298	0.09602
6.85729	-7.08287	-2.77081	-2.63998	-0.557084	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848	9.04762
6.97616	-7.00796	-2.77411	-2.66207	-0.55174	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846	0.145735
7.10941	-6.93483	-2.77119	-2.68461	-0.53927	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792	0.220393
7.24858	-6.84297	-2.78928	-2.70139	-0.526453	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792	0.745799
7.34489	-6.73615	-2.74513	-2.66072	-0.421524	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821	10.9013
7.47808	-6.64513	-2.75742	-2.67193	-0.409984	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821	0.52421
7.59772	-6.56086	-2.74307	-2.67004	-0.374534	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632	1.17467
7.72114	-6.48883	-2.73455	-2.68542	-0.370369	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632	0.26742
7.86771	-6.43666	-2.74566	-2.7244	-0.398053	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839	0.730526
7.99676	-6.37124	-2.73966	-2.74113	-0.393768	7.94162	-6.34466	7.95	-6.35	2.72948	0.909826	0.196319
8.07833	-6.27413	-2.69287	-2.69642	-0.30077	7.89525	-6.11857	8.05	-6.25	2.00047	2.00048	8.95066
