px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
7.39561	-5.04468	-2.79715	2.24042	0.568971	7.30424	-5.15404	7.35	-5.15	1.81907	-2.72861	1.22285
7.469	-5.16934	-2.77407	2.25267	0.546982	7.29446	-5.23429	7.4	-5.3	0.908194	-2.7246	1.17752
7.53166	-5.32741	-2.78956	2.24642	0.511091	7.44737	-5.45308	7.45	-5.45	0.90819	-2.72457	1.37947
7.61902	-5.45355	-2.78188	2.26356	0.498057	7.63082	-5.61863	7.55	-5.55	1.81974	-1.81974	0.596127
7.69635	-5.59436	-2.78998	2.26872	0.476166	7.64356	-5.66706	7.65	-5.65	1.81972	-1.81972	0.489646
7.773	-5.71183	-2.75977	2.27839	0.456749	7.60376	-5.74774	7.7	-5.8	0.90983	-2.72951	1.3774
7.83578	-5.86142	-2.76673	2.26829	0.422264	7.7342	-5.95374	7.75	-5.95	0.909826	-2.72948	1.15135
7.94831	-5.98821	-2.84721	2.30124	0.443006	7.82165	-6.06822	7.85	-6.1	1.9986	-2.9979	8.07244
8.01671	-6.12969	-2.85982	2.29257	0.41242	7.95703	-6.24328	7.95	-6.25	1.99858	-2.99787	0.990036
8.11156	-6.25161	-2.84225	2.30494	0.399519	8.17338	-6.44684	8.05	-6.35	1.81738	-1.81739	1.26086
8.19927	-6.38869	-2.84862	2.30741	0.38019	8.15891	-6.45335	8.15	-6.45	1.81737	-1.81737	0.355003
8.28371	-6.50298	-2.81776	2.31498	0.364963	8.08628	-6.51855	8.2	-6.6	0.909293	-2.72787	1.36524
8.35197	-6.65382	-2.82324	2.29833	0.328872	8.25411	-6.74791	8.25	-6.75	0.909293	-2.72787	1.14201
8.4427	-6.77138	-2.81276	2.30778	0.319964	8.25648	-6.78122	8.35	-6.85	1.81994	-1.81993	0.443994
8.52052	-6.90816	-2.81341	2.30095	0.296127	8.44494	-6.95805	8.45	-6.95	1.81993	-1.81993	0.506539
8.59665	-7.01225	-2.79	2.30491	0.284124	8.39359	-7.01743	8.5	-7.1	1.00006	-3.00018	0.908367
8.65218	-7.15283	-2.79389	2.28212	0.248013	8.54925	-7.24433	8.55	-7.25	1.00006	-3.00018	1.17288
8.76019	-7.27643	-2.85621	2.29959	0.258178	8.64403	-7.39047	8.65	-7.4	1.99807	-2.99712	5.10556
8.81968	-7.42471	-2.86517	2.27448	0.220991	8.73559	-7.5421	8.75	-7.55	1.99808	-2.99712	1.28362
8.89159	-7.54118	-2.80147	2.2664	0.195328	8.87176	-7.71912	8.8	-7.65	0.909955	-1.8199	6.38771
8.95303	-7.69023	-2.8014	2.24348	0.16261	8.84538	-7.75497	8.85	-7.75	0.909946	-1.81988	0.972193
9.0341	-7.8058	-2.8051	2.24576	0.157359	8.88333	-7.88636	8.9	-7.9	0.999086	-2.9973	0.28142
9.07914	-7.95292	-2.80733	2.21437	0.119288	8.95966	-8.0381	8.95	-8.05	0.999095	-2.9973	1.32888
9.12586	-8.06639	-2.72446	2.19314	0.0842195	8.8564	-8.01424	9	-8.15	0.909309	-1.8186	8.54918
9.1763	-8.21115	-2.72004	2.16811	0.05559	9.05896	-8.24314	9.05	-8.25	0.909301	-1.81859	0.88333
9.25427	-8.33173	-2.73628	2.1697	0.0561704	9.17781	-8.47056	9.1	-8.4	1.0004	-3.00119	0.450814
9.28612	-8.47893	-2.73715	2.13355	0.018766	9.15332	-8.54857	9.15	-8.55	1.00038	-3.00117	1.37317
9.33089	-8.60414	-2.67823	2.10778	-0.0153618	9.22922	-8.6898	9.2	-8.65	0.909508	-1.819	5.21207
9.36849	-8.75025	-2.67324	2.07829	-0.0428268	9.24541	-8.76863	9.25	-8.75	0.9095	-1.81899	0.909198
9.50411	-8.88563	-2.81697	2.1316	0.0337727	9.37748	-9.00609	9.35	-8.95	1.99965	-3.99928	30.6946
9.53968	-9.04385	-2.82914	2.09571	-0.00184266	9.44703	-9.15328	9.45	-9.15	1.99964	-3.99928	1.26627
9.58506	-9.16541	-2.79005	2.0754	-0.0274665	9.50096	-9.25642	9.5	-9.25	0.999584	-1.99917	2.59651
9.62358	-9.30811	-2.79319	2.04986	-0.0504691	9.54157	-9.35195	9.55	-9.35	0.999584	-1.99917	0.529236
9.662	-9.42976	-2.75931	2.02814	-0.0743682	9.47534	-9.42627	9.55	-9.5	0	-3.00023	1.87211
9.67756	-9.5845	-2.76491	1.98716	-0.109748	9.54779	-9.64959	9.55	-9.65	0	-3.0002	1.28591
9.74415	-9.71874	-2.79063	1.98984	-0.0972706	9.69942	-9.88416	9.6	-9.8	0.999005	-2.997	1.02726
9.76043	-9.87368	-2.79746	1.95202	-0.128415	9.64606	-9.9341	9.65	-9.95	0.998995	-2.997	1.02102
9.7792	-10.012	-2.74894	1.9139	-0.168463	9.60087	-9.96395	9.7	-10.05	0.909855	-1.81969	4.03398
9.80957	-10.158	-2.74435	1.89181	-0.180758	9.73801	-10.1396	9.75	-10.15	0.909847	-1.81969	0.30179
9.8496	-10.2934	-2.74344	1.87748	-0.187665	9.92627	-10.4745	9.75	-10.3	0	-3.00065	0.531475
9.85638	-10.4422	-2.74831	1.8423	-0.211806	9.75524	-10.4732	9.75	-10.45	0	-3.00063	0.674624
9.89984	-10.5868	-2.75819	1.83771	-0.200855	9.71825	-10.5087	9.8	-10.6	0.90817	-2.72451	0.862891
9.91709	-10.7427	-2.76038	1.81078	-0.215666	9.85048	-10.7526	9.85	-10.75	0.908161	-2.72448	0.270329
9.92429	-10.8882	-2.72971	1.77235	-0.250738	9.88465	-10.9383	9.85	-10.9	0	-2.73074	2.24391
9.92507	-11.0437	-2.73068	1.73914	-0.268873	9.83614	-11.041	9.85	-11.05	0	-2.73073	0.461704
9.94181	-11.1779	-2.72853	1.72229	-0.272411	9.83952	-11.1692	9.85	-11.2	0	-2.99965	0.0926543
9.93212	-11.326	-2.73562	1.68761	-0.291701	9.84568	-11.3496	9.85	-11.35	0	-2.99961	0.483209
9.94646	-11.465	-2.74002	1.67277	-0.291064	9.87961	-11.5637	9.85	-11.5	0	-2.99843	0.0852977
9.92821	-11.6133	-2.74727	1.63647	-0.310921	9.83206	-11.6307	9.85	-11.65	0	-2.99843	0.56666
9.86064	-11.7419	-2.68076	1.54145	-0.418939	9.85311	-11.8523	9.8	-11.75	-1.0003	-2.00061	16.5783
9.83258	-11.876	-2.67882	1.5061	-0.432382	9.74928	-11.8442	9.75	-11.85	-1.00029	-2.00059	0.436432
9.80959	-12.0068	-2.67141	1.47279	-0.447182	9.69694	-11.9706	9.7	-12	-1.0004	-3.00119	0.309819
9.76254	-12.1475	-2.67901	1.42888	-0.466606	9.65354	-12.1497	9.65	-12.15	-1.00039	-3.00116	0.686185
9.69606	-12.2756	-2.65441	1.35296	-0.538474	9.72311	-12.3964	9.6	-12.25	-0.999885	-1.99981	5.73542
9.64188	-12.4008	-2.6515	1.31108	-0.552348	9.54859	-12.3478	9.55	-12.35	-0.999884	-1.99979	0.618658
9.52503	-12.5107	-2.61541	1.19358	-0.673259	9.39039	-12.3902	9.45	-12.45	-1.99803	-1.99805	13.4219
9.45276	-12.6233	-2.61008	1.14582	-0.68645	9.36086	-12.5501	9.35	-12.55	-1.99804	-1.99804	0.729503
9.37185	-12.7476	-2.60524	1.08593	-0.716176	9.34456	-12.7106	9.3	-12.65	-0.909773	-1.81953	0.707375
9.28813	-12.8587	-2.59423	1.03633	-0.726403	9.22134	-12.7613	9.25	-12.75	-0.909773	-1.81954	0.723738
9.1154	-12.9404	-2.5827	0.871291	-0.901879	9.15326	-13.0031	9.05	-12.85	-3.99257	-1.99629	25.1646
8.99274	-13.0289	-2.58799	0.802165	-0.922737	8.84161	-12.9519	8.85	-12.95	-3.99253	-1.99627	1.55725
8.84119	-13.1084	-2.59346	0.691016	-1.003	8.71632	-12.9613	8.75	-13	-1.8213	-0.910651	4.69026
8.71807	-13.1748	-2.57853	0.62437	-1.01509	8.66358	-13.0431	8.65	-13.05	-1.8213	-0.910651	1.0528
8.56322	-13.2248	-2.59547	0.509762	-1.10167	8.54518	-13.1702	8.5	-13.1	-2.997	-0.999005	5.54612
8.43248	-13.267	-2.58923	0.440431	-1.11495	8.35763	-13.1557	8.35	-13.15	-2.997	-0.998995	0.940814
8.24389	-13.2877	-2.62274	0.297375	-1.22605	8.22926	-13.1698	8.2	-13.15	-2.72741	0	9.58523
8.09352	-13.2995	-2.61084	0.213839	-1.24203	8.03583	-13.1513	8.05	-13.15	-2.72742	0	1.32218
7.93019	-13.3032	-2.62518	0.113396	-1.28329	7.82914	-13.0525	7.9	-13.15	-2.72986	0	1.93603
7.78381	-13.2911	-2.61203	0.02981	-1.29705	7.76538	-13.1647	7.75	-13.15	-2.72986	0	0.858144
7.68966	-13.3232	-2.55982	0.0246537	-1.21378	7.66146	-13.3079	7.6	-13.2	-2.9979	-0.999304	7.24217
7.5443	-13.312	-2.57117	-0.0468127	-1.22119	7.44786	-13.2517	7.45	-13.25	-2.9979	-0.999304	0.678125
7.3987	-13.2927	-2.57101	-0.118902	-1.22421	7.21108	-13.0985	7.3	-13.25	-2.72846	0	0.816328
7.24408	-13.267	-2.58524	-0.191427	-1.22638	7.16011	-13.2382	7.15	-13.25	-2.72844	0	0.412257
7.09513	-13.2023	-2.62592	-0.295902	-1.28206	6.88472	-12.9588	7	-13.2	-2.99784	0.999284	4.39471
6.95214	-13.1607	-2.64668	-0.360994	-1.27937	6.84891	-13.1493	6.85	-13.15	-2.99784	0.999284	0.565393
6.81926	-13.1124	-2.64281	-0.424387	-1.27093	6.77424	-13.2337	6.7	-13.1	-2.72787	0.909275	0.186561
6.66751	-13.0556	-2.6676	-0.488551	-1.26169	6.55759	-13.0679	6.55	-13.05	-2.72787	0.909284	0.653916
6.55907	-13.0244	-2.58876	-0.508773	-1.19186	6.40137	-13.0799	6.4	-13.05	-2.72678	0	9.89684
6.40376	-12.9767	-2.6236	-0.552819	-1.16689	6.26174	-13.0534	6.25	-13.05	-2.72678	0	1.4561
6.2863	-12.9188	-2.59276	-0.594234	-1.13555	6.10143	-13.0076	6.1	-13	-2.72966	0.909888	2.00375
6.12481	-12.8675	-2.63544	-0.625925	-1.10147	5.94198	-12.9494	5.95	-12.95	-2.72963	0.90988	2.27512
6.0027	-12.7567	-2.70986	-0.712341	-1.14734	5.79854	-12.8478	5.8	-12.85	-2.99777	1.99851	6.86038
5.85228	-12.6915	-2.7536	-0.739124	-1.11353	5.65107	-12.7365	5.65	-12.75	-2.99778	1.99852	2.39381
5.75008	-12.6196	-2.68086	-0.767423	-1.06544	5.50547	-12.5721	5.55	-12.7	-1.81798	0.908995	8.48163
5.59752	-12.552	-2.7124	-0.786472	-1.02515	5.43839	-12.652	5.45	-12.65	-1.81799	0.908995	2.08798
5.4847	-12.4356	-2.74254	-0.847702	-1.03365	5.27506	-12.4782	5.3	-12.55	-2.72627	1.81753	1.02696
5.32429	-12.3635	-2.77737	-0.854825	-0.983754	5.1307	-12.4684	5.15	-12.45	-2.72625	1.8175	2.90831
5.22328	-12.2643	-2.75211	-0.893066	-0.96396	5.04446	-12.3808	5.05	-12.35	-1.8199	1.81989	1.24961
5.07963	-12.177	-2.77626	-0.906171	-0.924461	4.92985	-12.2499	4.95	-12.25	-1.81991	1.8199	1.68647
4.98779	-12.063	-2.78685	-0.950059	-0.921689	4.75061	-11.9803	4.85	-12.15	-1.99928	1.99929	0.565867
4.86748	-11.9788	-2.79927	-0.961417	-0.888072	4.75915	-12.0666	4.75	-12.05	-1.99928	1.99928	1.18606
4.77678	-11.8496	-2.81139	-1.00923	-0.888366	4.69113	-11.9084	4.7	-11.9	-0.908236	2.72471	0.22294
4.68307	-11.7253	-2.81599	-1.04699	-0.877477	4.64378	-11.7442	4.65	-11.75	-0.908231	2.7247	0.117063
4.62164	-11.6143	-2.74466	-1.0858	-0.862746	4.59746	-11.6205	4.6	-11.65	-0.909847	1.81971	5.71601
4.5475	-11.4956	-2.73654	-1.1228	-0.853537	4.54975	-11.5706	4.55	-11.55	-0.909843	1.81969	0.302711
4.45405	-11.3281	-2.88642	-1.1688	-0.863488	4.47442	-11.3673	4.5	-11.35	-1.0008	4.0032	25.642
4.41333	-11.1847	-2.8873	-1.22282	-0.873841	4.44059	-11.1496	4.45	-11.15	-1.0008	4.00321	0.118597
4.40134	-11.0555	-2.78953	-1.28671	-0.890397	4.43713	-11.024	4.45	-11.05	0	1.81614	11.0432
4.38352	-10.9058	-2.78023	-1.34904	-0.904039	4.45136	-10.93	4.45	-10.95	0	1.81612	0.293652
4.36149	-10.7574	-2.7721	-1.40364	-0.909431	4.44745	-10.786	4.45	-10.8	0	2.72555	0.124594
4.36829	-10.6064	-2.76123	-1.4714	-0.927567	4.45788	-10.6457	4.45	-10.65	0	2.72554	0.537473
4.36698	-10.4601	-2.74913	-1.5286	-0.935181	4.46329	-10.5756	4.45	-10.5	0	2.729	0.330398
4.38268	-10.3102	-2.74343	-1.59157	-0.946917	4.44057	-10.3382	4.45	-10.35	0	2.72898	0.231326
4.40719	-10.1633	-2.72933	-1.65744	-0.963446	4.51895	-10.2367	4.5	-10.2	0.908962	2.72687	0.443142
4.45442	-10.0139	-2.72573	-1.73059	-0.983298	4.54925	-10.0439	4.55	-10.05	0.908954	2.72685	0.566422
4.48584	-9.86936	-2.72539	-1.7852	-0.982715	4.63224	-9.9707	4.6	-9.9	0.909756	2.72927	0.380348
4.54887	-9.72439	-2.72535	-1.85739	-1.00017	4.63755	-9.74952	4.65	-9.75	0.909752	2.72926	0.484961
4.56362	-9.57193	-2.74648	-1.87914	-0.956117	4.60757	-9.4335	4.7	-9.6	0.90859	2.72578	1.85382
4.64308	-9.43099	-2.74908	-1.95142	-0.9745	4.74589	-9.4609	4.75	-9.45	0.908586	2.72576	0.647838
4.71821	-9.29661	-2.74653	-2.01714	-0.987984	4.89179	-9.39473	4.85	-9.3	1.81967	2.72952	0.494784
4.82274	-9.15658	-2.76284	-2.09394	-1.00741	4.94849	-9.13867	4.95	-9.15	1.81967	2.72951	0.921725
4.905	-9.03747	-2.76678	-2.15392	-1.01897	4.95209	-8.96272	5	-9.05	0.999884	1.99977	0.16215
4.99525	-8.92723	-2.76808	-2.2121	-1.02545	5.04121	-8.94979	5.05	-8.95	0.999874	1.99974	0.142454
5.06664	-8.80314	-2.76405	-2.23899	-0.984036	5.20806	-8.88942	5.15	-8.8	1.81805	2.72708	1.62164
5.18427	-8.67854	-2.78284	-2.30296	-0.990835	5.26887	-8.63564	5.25	-8.65	1.81803	2.72705	0.491838
5.2834	-8.57669	-2.78579	-2.35364	-0.990799	5.3785	-8.56768	5.35	-8.55	1.99956	1.99957	0.106209
5.39569	-8.47245	-2.80095	-2.40714	-0.992547	5.44864	-8.42738	5.45	-8.45	1.99954	1.99954	0.25877
5.48411	-8.36276	-2.78629	-2.42569	-0.941505	5.56465	-8.44845	5.5	-8.35	0.909045	1.81807	2.15906
5.59136	-8.2622	-2.78152	-2.4713	-0.936613	5.53862	-8.24357	5.55	-8.25	0.909045	1.81808	0.167012
5.66857	-8.14274	-2.76247	-2.46536	-0.856715	5.64921	-8.02513	5.7	-8.1	2.72608	2.72608	4.71066
5.79972	-8.03524	-2.78401	-2.51131	-0.853196	5.85094	-7.95601	5.85	-7.95	2.72606	2.72606	0.473621
5.89403	-7.92397	-2.76934	-2.51406	-0.790025	5.93492	-7.84119	5.95	-7.85	1.81801	1.81801	3.09631
6.02609	-7.82022	-2.7892	-2.55327	-0.784159	6.05986	-7.73559	6.05	-7.75	1.81802	1.81801	0.443987
6.11805	-7.70803	-2.76735	-2.54346	-0.707821	6.13741	-7.63243	6.15	-7.65	1.81798	1.81798	4.57027
6.24751	-7.61073	-2.78018	-2.57703	-0.701843	6.25659	-7.54336	6.25	-7.55	1.81798	1.81798	0.248677
6.34896	-7.50578	-2.76129	-2.57184	-0.637557	6.39143	-7.46358	6.35	-7.45	1.82027	1.82027	3.37039
6.47418	-7.41535	-2.7658	-2.60068	-0.631735	6.452	-7.36418	6.45	-7.35	1.82025	1.82025	0.166855
6.58817	-7.33305	-2.76927	-2.62343	-0.622343	6.47916	-7.09783	6.6	-7.25	2.99862	1.99908	0.800046
6.71745	-7.24443	-2.79201	-2.64671	-0.61358	6.7556	-7.14598	6.75	-7.15	2.99862	1.99908	0.605245
6.79115	-7.11513	-2.74213	-2.58881	-0.479942	6.68682	-6.93297	6.8	-7.05	0.908005	1.816	15.2975
6.91249	-7.02137	-2.7452	-2.60515	-0.470864	6.86356	-6.94732	6.85	-6.95	0.908	1.81601	0.42112
7.04335	-6.94339	-2.74648	-2.62851	-0.466895	7.08741	-6.92602	7	-6.85	2.72856	1.81904	0.0385056
7.17386	-6.84852	-2.75906	-2.64261	-0.455868	7.15695	-6.75136	7.15	-6.75	2.72854	1.81902	0.530839
7.26601	-6.73435	-2.72276	-2.5997	-0.354423	7.29976	-6.68807	7.25	-6.65	1.8202	1.8202	9.0289
7.38955	-6.63994	-2.72927	-2.60853	-0.34463	7.35505	-6.56058	7.35	-6.55	1.82018	1.82018	0.406255
7.53637	-6.59737	-2.75592	-2.67084	-0.413133	7.53544	-6.5372	7.5	-6.5	2.99964	0.999884	4.43149
7.65992	-6.52236	-2.76454	-2.68458	-0.406577	7.65664	-6.46417	7.65	-6.45	2.99964	0.999884	0.186709
7.77899	-6.43905	-2.7491	-2.68201	-0.371354	7.67559	-6.34628	7.75	-6.4	1.81709	0.908549	1.25224
7.90569	-6.37109	-2.74128	-2.69907	-0.368757	7.85193	-6.35845	7.85	-6.35	1.81709	0.908545	0.159203
8.02957	-6.29513	-2.72799	-2.69908	-0.338623	8.03231	-6.28406	8	-6.25	2.72931	1.81954	0.881845
8.16216	-6.21504	-2.73445	-2.70785	-0.329481	8.13749	-6.14586	8.15	-6.15	2.72928	1.81952	0.296204
8.25079	-6.11906	-2.69824	-2.6664	-0.244823	8.21488	-6.01843	8.25	-6.05	1.99977	1.99976	6.96601
8.36706	-6.03601	-2.7067	-2.66595	-0.23307	8.33626	-5.94674	8.35	-5.95	1.99977	1.99976	0.489333
8.51555	-5.98128	-2.72595	-2.70327	-0.270987	8.50318	-5.89335	8.5	-5.9	2.72796	0.909326	1.69929
8.65321	-5.90716	-2.73394	-2.71225	-0.265337	8.65894	-5.86309	8.65	-5.85	2.72796	0.909321	0.110835
8.75458	-5.80553	-2.69482	-2.66721	-0.177935	8.77185	-5.74314	8.75	-5.75	1.81776	1.81775	7.72729
8.88282	-5.71863	-2.70193	-2.66525	-0.167064	8.85444	-5.64273	8.85	-5.65	1.81774	1.81773	0.363585
8.9784	-5.62704	-2.67621	-2.62878	-0.101035	9.02394	-5.6024	8.95	-5.55	1.99657	1.99656	4.38873
9.08979	-5.53954	-2.68316	-2.62052	-0.0888471	9.05088	-5.45385	9.05	-5.45	1.99654	1.99655	0.486985
9.22996	-5.47808	-2.70094	-2.65171	-0.131567	9.04088	-5.29691	9.2	-5.4	2.72728	0.909094	3.10158
9.35905	-5.39135	-2.70869	-2.64892	-0.122361	9.34223	-5.32623	9.35	-5.35	2.72727	0.90909	0.252786
9.45291	-5.28154	-2.67129	-2.59613	-0.0366588	9.39579	-5.21659	9.45	-5.25	1.81816	1.81815	7.27143
9.57522	-5.18981	-2.67723	-2.58875	-0.0280731	9.55303	-5.13194	9.55	-5.15	1.81813	1.81813	0.21416
9.67702	-5.08803	-2.65341	-2.54923	0.03314	9.75019	-5.14652	9.65	-5.05	1.82036	1.82036	3.96819
9.79239	-4.99048	-2.65798	-2.53728	0.0423112	9.7586	-4.93134	9.75	-4.95	1.82036	1.82037	0.256468
9.88821	-4.87949	-2.63774	-2.49223	0.104329	9.9198	-4.86941	9.85	-4.85	1.81578	1.81577	3.59507
9.99671	-4.7812	-2.63786	-2.4792	0.110875	9.95641	-4.74358	9.95	-4.75	1.81575	1.81575	0.164181
10.0799	-4.6571	-2.61846	-2.42326	0.180685	10.0029	-4.54771	10.05	-4.6	1.82039	2.7306	4.17339
10.1811	-4.53808	-2.62846	-2.39889	0.193535	10.1428	-4.45119	10.15	-4.45	1.8204	2.7306	0.504021
10.2665	-4.41404	-2.62094	-2.3542	0.239771	10.1981	-4.26556	10.25	-4.3	1.81769	2.72652	1.79753
10.367	-4.27954	-2.64285	-2.32466	0.253935	10.3644	-4.16342	10.35	-4.15	1.81768	2.7265	0.763687
10.4858	-4.18581	-2.65586	-2.33682	0.216283	10.5985	-4.12247	10.45	-4.05	1.81792	1.81792	1.30727
10.5794	-4.05135	-2.67132	-2.3085	0.23045	10.5415	-3.9454	10.55	-3.95	1.8179	1.8179	0.70941
10.6767	-3.9368	-2.67442	-2.29175	0.235372	10.7092	-3.85166	10.65	-3.85	1.81903	1.81904	0.0856866
10.7709	-3.80978	-2.6854	-2.27053	0.24239	10.7616	-3.75002	10.75	-3.75	1.81902	1.81903	0.206031
10.8236	-3.66249	-2.6688	-2.19649	0.328944	10.795	-3.60617	10.8	-3.6	0.909773	2.72931	5.92443
10.8994	-3.52564	-2.67621	-2.16722	0.3386	10.8527	-3.46164	10.85	-3.45	0.909764	2.72928	0.346736
10.9992	-3.42983	-2.68726	-2.18824	0.281628	10.9584	-3.30584	10.95	-3.3	1.99953	2.99928	2.97162
11.0706	-3.28634	-2.71187	-2.15773	0.295193	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925	0.983921
11.1164	-3.1318	-2.70601	-2.08907	0.369382	11.1178	-2.98807	11.1	-3	0.907725	2.72317	4.39393
